no;time;x;y;fx;fy;;;;;;;;;;
1158;72954;71;122;296;-68;;;;;;;;;;
1159;73017;79;122;296;-68;;;;;;;;;;
1160;73080;86;122;296;-78;;;;;;;;;;
1161;73143;93;122;224;-78;;;;;;;;;;
1162;73206;103;122;224;-92;;;;;;;;;;
1163;73269;110;122;224;-92;;;;;;;;;;
1164;73332;113;122;87;-92;;;;;;;;;;
1165;73395;113;122;87;-103;;;;;;;;;;
1166;73458;113;122;87;-103;;;;;;;;;;
1167;73521;113;122;87;-103;;;;;;;;;;
1168;73584;113;122;88;-103;;;;;;;;;;
1169;73647;113;122;88;-103;;;;;;;;;;
